smiles,Taste
CCC(=O)OC/C=C(\C)CCC=C(C)C,Bitter
CC(C)c1ccc(/C=N\O)cc1,Bitter
CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=CC3[C@H]1C5,Bitter
[Cl-].[Cl-].[Mg+2],Bitter
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,Bitter
CC(C)=CCC/C(C)=C/COC(=O)CC(C)C,Bitter
CC(C(O)c1ccccc1)N(C)C/C=C/c1ccccc1,Bitter
O=c1c(-c2ccccc2)coc2cc(O)ccc12,Bitter
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,Bitter
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,Bitter
C=C1C(=O)O[C@@H]2/C=C(/C)CC/C=C(/C)CC[C@@H]12,Bitter
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1CC1=C2C=C(OC)C(=O)C=C2CCN1,Bitter
COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3,Bitter
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.Cl,Bitter
CCOCc1c(O)c(C(=O)O)c(C)c2c1OC(=O)c1c(C)cc(O)c(C=O)c1O2,Bitter
O=c1c(-c2ccc(O)cc2)coc2c(O)c(O)ccc12,Bitter
COC1=CC=C2Nc3cc(Cl)ccc3C(N=C3C=C(CN4CCCC4)C(=O)C(CN4CCCC4)=C3)=C2N1.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O,Bitter
Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3.O=P(O)(O)O,Bitter
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,Bitter
O=C(/C=C/c1ccccc1O)c1ccc(O)cc1O,Bitter
O=C(/C=C/c1ccc(O)cc1)c1cc(O)ccc1O,Bitter
COc1cc(/C=C/C(=O)OC2OC(CO)C(O)C(O)C2O)cc(OC)c1O,Bitter
CC(CS)C(=O)N1CCC[C@@]1(C(=O)O)C(=O)[C@@H](C)NC(=O)C1CCCCC1.CC(CS)C(=O)N1CCC[C@@]1(C(=O)O)C(=O)[C@@H](C)NC(=O)C1CCCCC1.[Ca],Bitter
N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,Bitter
CC(C)C[C@H](NC(=O)[C@H](N)Cc1c[nH]c2ccccc12)C(=O)O,Bitter
CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)C1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,Bitter
CCCOC(=O)/C=C\c1ccco1,Bitter
CC(C)=CCC/C(C)=C/CC/C(C)=C/CN1CCN(Cc2ccc3c(c2)OCO3)CC1,Bitter
C=C[C@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCC,Bitter
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)/C=C\C1(C)O,Bitter
O=C(/C=C/c1ccccc1)O[C@H]1CCN2C[C@@H]3C[C@@H](CN4C(=O)CCC[C@H]34)[C@@H]2C1,Bitter
O=C(/C=C/c1ccc(O)cc1)Nc1ccccc1C(=O)O,Bitter
COc1cc(C=O)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21,Bitter
COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Bitter
CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Mg+2],Bitter
CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@H]2C[C@@H]1C[C@@H]1NCCc2cc(OC)c(OC)cc21,Bitter
C/C=C/c1ccc(OC)cc1.C=CCc1ccc(OC)cc1.CC12CCC(C1)C(C)(C)C2=O,Bitter
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,Bitter
O=C1N[C@@H](Cc2ccccc2)C(=O)N[C@H]1CO,Bitter
CC(C)[C@@H]1NC(=O)[C@@H]2CCCN2C1=O,Bitter
CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C1=O,Bitter
CC(C)[C@@H]1NC(=O)[C@H](C(C)C)NC1=O,Bitter
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC1=O,Bitter
O=C1CNC(=O)[C@H](Cc2ccccc2)N1,Bitter
C=CC/C(=N\OS(=O)(=O)[O-])S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
C[C@@H]1NC(=O)CNC1=O,Bitter
CC(C)[C@@H]1NC(=O)[C@@H](C)NC1=O,Bitter
NC(=NCCCCCCN=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1,Bitter
CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1,Bitter
C=C[C@H](O)C/C(=N\OS(=O)(=O)O)SC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
O=S(=O)(O)O/N=C(\Cc1c[nH]c2ccccc12)SC1OC(CO)C(O)C(O)C1O,Bitter
COc1cc2c(c(O)c1C(=O)/C=C/c1ccc(O)cc1)CC(O)C(C)(C)O2,Bitter
C=C1C[C@@]23CCC4[C@@](C)(CCC[C@@]4(C)C(=O)O)C2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,Bitter
C/C=C(\C)C(=O)O[C@@H]1C[C@H]2[C@@H](CC=C3C[C@@H](O[C@H]4C[C@H](OC)C(O[C@H]5C[C@H](OC)[C@H](O[C@@H]6O[C@H](C)[C@@H](O)[C@H](OC)[C@H]6O)[C@@H](C)O5)[C@@H](C)O4)CC[C@@]32C)[C@]2(O)CC[C@H](C(C)=O)[C@@]12C,Bitter
CCCCC[C@H](O)[C@@H](O)/C=C/[C@@H](O)CCCCCCCC(=O)O,Bitter
O=C(/C=C/c1ccc(O)c(O)c1)Nc1ccccc1C(=O)O,Bitter
CCC(C)C(=O)C1=C(O)C(CC=C(C)C)=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O,Bitter
CCCCC/C=C\C/C=C\CCCCC/C=C/C(=O)CC(O)COC(C)=O,Bitter
CC1=C2C(=O)C=C(CO)[C@@H]2[C@H]2OC(=O)[C@@H](C)[C@@H]2[C@@H](O)C1,Bitter
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,Bitter
CCCCCC(=O)N[C@H]1CCOC1=O,Bitter
COc1cc(/C=C/C(=O)Nc2ccc(O)cc2C(=O)O)ccc1O,Bitter
COc1cc(/C=C/C(=O)Nc2ccccc2C(=O)O)ccc1O,Bitter
C=C(C)C(O)Cc1c(O)cc(OC)c(C(=O)/C=C/c2ccc(O)cc2)c1O,Bitter
COc1cc2c(c(O)c1C(=O)/C=C/c1ccc(O)cc1)C=CC(C)(C)O2,Bitter
CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)[C@H](O)CC1,Bitter
N#[11C][S-].[Na+],Bitter
COc1cc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc(OC)c1O,Bitter
COc1cc(/C=C/C(=O)Nc2ccc(O)cc2C(=O)O)cc(OC)c1O,Bitter
COc1ccc(/C=C/C(=O)c2c(OC)cc3c(c2O)CCC(C)(C)O3)cc1,Bitter
CC(C)=CCC(=O)[C@@]1(O)C(O)=C(C(=O)CC(C)C)C(=O)[C@H]1CC=C(C)C,Bitter
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,Bitter
COc1cc(O)c(CC(O)C(C)(C)OC)c(O)c1C(=O)/C=C/c1ccc(O)cc1,Bitter
CC(C)CCCCCCC/C=C\C(=O)O,Bitter
CC(C)C(=O)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
CC(=O)OC[C@H]1OC(OC[C@H]2OC(O[C@]3(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]3OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,Bitter
O=C(/C=C/c1ccc(O)c(O)c1)Nc1ccc(O)cc1C(=O)O,Bitter
COc1cc(O)c(CC(O)C(C)(C)O)c(O)c1C(=O)/C=C/c1ccc(O)cc1,Bitter
C=C1C(=O)O[C@H]2[C@H]1CCC(=O)C[C@@]1(C)CC[C@H](O)O[C@H]21,Bitter
C[C@H]1NC(=O)[C@@H]2CCCN2C1=O,Bitter
C=C[C@H]1C[NH+]2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,Bitter
C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CCCN2C1=O,Bitter
C=C1C(=O)O[C@@H]2/C=C(/C)[C@@H](O)C/C=C(\C)C[C@H](OC(=O)/C(C)=C\C)[C@@H]12,Bitter
O=c1c(-c2ccc(O)cc2)coc2cc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,Bitter
C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,Bitter
CC(C)C(C=O)c1ccccc1,Bitter
CC(C)=CCC1(CC=C(C)C)C(=O)C(O)=C(O)C1=O,Bitter
COC(=O)/C=C\c1ccc(O)cc1,Bitter
C=C1C(=O)O[C@H]2[C@H]1CCC(=C)[C@@H]1C[C@H](OC(C)=O)C(=C)[C@H]21,Bitter
O/N=C/C1=CCCOC1,Bitter
CCOC(=O)/C=C\c1ccc(O)cc1,Bitter
COc1cc(O)c2c(c1C(=O)/C=C/c1ccc(O)cc1)OC(C(C)(C)O)C2,Bitter
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C1=O,Bitter
CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC1=O,Bitter
CC(C)[C@@H]1NC(=O)[C@H](C)NC1=O,Bitter
C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC1=O,Bitter
CC(C)C[C@@H]1NC(=O)[C@H](C)NC1=O,Bitter
C[C@@H]1NC(=O)[C@@H]2CCCN2C1=O,Bitter
C=C1C(=O)O[C@@H]2C[C@@](C)(CCCC(C)=O)C(=O)C[C@H]12,Bitter
C=C1C(=O)O[C@@H]2/C=C(\C)CC[C@@H](OO)C(=C)CC[C@@H]12,Bitter
COc1cc2c(c3c1C(=O)CC(c1ccc(O)cc1)O3)CCC(C)(C)O2,Bitter
C/C=C/c1cc(OC)ccc1OC(=O)C(C)CC,Bitter
C=CCC1(C(C)CCC)C(=O)[N-]C(=O)NC1=O.[Na+],Bitter
CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,Bitter
O=C(O)CC(=O)OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,Bitter
C=C1C(=O)O[C@H]2CC(=C)[C@H](O)CC/C(C)=C/[C@@H](O)[C@H]12,Bitter
NC(Cc1c[nH]c2ccccc12)C(=O)N1CCCC1C(=O)O,Bitter
C=C1C(=O)O[C@H]2/C=C(\C)[C@@H](O)CC/C(C)=C/[C@@H](O)[C@H]12,Bitter
CCC(C)C(=O)C1C(=O)C(=O)C(CC=C(C)C)(CC=C(C)C)C1=O,Bitter
O=C(O[C@@H]1Cc2c(O)cc(O)c([C@H]3c4c(O)cc(O)cc4O[C@H](c4ccc(O)c(O)c4)[C@@H]3O)c2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,Bitter
O=C(CCc1ccc(O)c(O)c1)NCCCCNCCCNC(=O)CCc1ccc(O)c(O)c1,Bitter
O=c1c(O[C@@H]2C[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Bitter
C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)C=CC2=O,Bitter
C=C(C)CCCC(C)CCOC(=O)CC(C)C,Bitter
CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],Bitter
O=C1NS(=O)(=O)c2c1cccc2[N+](=O)[O-],Bitter
CN(C)C(=N)N=C(N)N.O=C(O)CC(O)(CC(=O)O)C(=O)O,Bitter
C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,Bitter
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,Bitter
CC(C)=CCC(=O)[C@]1(O)C(O)=C(C(=O)CC(C)C)C(=O)[C@H]1CC=C(C)C,Bitter
CC(C)=CC[C@@H]1C(O)=C(C(=O)CC(C)C)C(=O)[C@H]1O,Bitter
CC1(O)CC(N2CCCC2)=C(O)C1=O,Bitter
COc1cc(O)c(CCC(C)(C)O)c(O)c1C(=O)/C=C/c1ccc(O)cc1,Bitter
COc1c(CC=C(C)C)c(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1,Bitter
COc1cc(O)c(CCC(C)(C)O)c2c1C(=O)CC(c1ccc(O)cc1)O2,Bitter
COc1cc(O)c2ccoc2c1C(=O)/C=C/c1ccc(O)cc1,Bitter
COc1cc(O)c2c(c1C(=O)/C=C/c1ccc(O)cc1)OC(C)(C)CC2,Bitter
COc1cc(O)c2c(c1C(=O)/C=C/c1ccc(O)cc1)OC(C)(C)C(O)C2,Bitter
O=S(=O)([O-])NC1CCCCC1.[Na+],Bitter
CN(C)C=Nc1c(I)cc(I)c(CCC(=O)[O-])c1I.[Na+],Bitter
O=S(=O)([O-])c1ccccc1O.[Na+],Bitter
O=S(=O)([O-])c1ccccc1OCO.[K+],Bitter
CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+],Bitter
CCC1(CC)C(=O)N=C([O-])NC1=O.[Na+],Bitter
CC1=CC([O-])=NS(=O)(=O)O1.[K+],Bitter
CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+],Bitter
CCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+],Bitter
CCCCCCC1(CC)C(=O)N=C([O-])NC1=O.[Na+],Bitter
C=C(Br)CC1(C(C)CC)C(=O)N=C([O-])NC1=O.[Na+],Bitter
O=C1OCc2cc3cccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c(O)c21,Bitter
CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O.[Na],Bitter
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1.[Na],Bitter
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O.[Na],Bitter
CCCCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOC)C1OCC(OCCOC)C1OCCOC,Bitter
C=C1[C@@H]2CC[C@@H](C2)[C@@]1(C)CC/C=C(/C)COC(C)=O.CC(=O)OC/C(C)=C\CC[C@]1(C)C2CC3[C@H](C2)C31C,Bitter
C/C=C(\C)C(=O)O[C@@H]1C[C@H]2[C@@H](CC=C3C[C@@H](O)CC[C@@]32C)[C@@]2(O)CC[C@@H](C(C)=O)[C@@]12C,Bitter
CC(C)CC(=O)c1c(O)c(C2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)c(O)c([C@@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)c1O,Bitter
O=C(C=Cc1ccc(O)c(O)c1)c1c(O)cc(O)cc1O,Bitter
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC1=O,Bitter
CC(=O)OC[C@@]12[C@H](C[C@H](O)C[C@]13CO3)[C@@]1(C[C@@H](c3ccoc3)OC1=O)[C@H](C)C[C@H]2O,Bitter
CC(C)=CCC(=O)[C@@]1(O)C(O)=C(C(=O)C(C)C)C(=O)[C@H]1CC=C(C)C,Bitter
COC(C)C1=CCC=C(/C=N/O)C1,Bitter
COC(C)C1CCC=C(/C=N/O)C1,Bitter
COCC(C)(O)C1CC=C(/C=N/O)CC1,Bitter
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Bitter
COCC1CCC=C(/C=N/O)C1,Bitter
COC(C)(CO)C1CC=C(/C=N/O)CC1,Bitter
COCC(C)(OC)C1CC=C(/C=N/O)CC1,Bitter
O/N=C/C1=CCSCC1,Bitter
O/N=C/C1=CCOCC1,Bitter
CC(O)(CO)C1CC=C(/C=N/O)CC1,Bitter
O/N=C/C1=CC2C=CC1CC2,Bitter
C=C1[C@@H](OC(C)=O)C[C@@H]2[C@@H](/C=C(\C)CC[C@H]1OC(C)=O)OC(=O)[C@H]2C,Bitter
C[C@@H](CC[C@@]1(O)O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
O=Cc1ccc2n1C[C@]1(C[C@H](O)[C@H](O)CO1)OC2,Bitter
O=Cc1ccc2n1C[C@]1(C[C@H](O)[C@@H](CO)O1)OC2,Bitter
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,Bitter
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl,Bitter
CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,Bitter
CC(C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,Bitter
CCCCC/C=C/CCCCCCCC(=O)CC(O)COC(C)=O,Bitter
C=CCCCCCCCCCCCC(=O)CC(O)COC(C)=O,Bitter
CCCCCCCCCCCCCC(=O)CC(O)COC(C)=O,Bitter
CCC(C)C(=O)C1=C(O)C2(CC=C(C)C)C[C@H]3C(C)(C)[C@@H](C(C)(C)O)C[C@@]3(C1=O)C2=O,Bitter
O=Cc1ccc2n1C[C@@]1(C[C@H](O)[C@@H](CO)O1)OC2,Bitter
CC(C)=CCC(=O)[C@]1(O)C(O)=C(C(=O)C(C)C)C(=O)[C@H]1CC=C(C)C,Bitter
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C3,Bitter
CC(C)=CCC1C(O)=C(C(=O)CC(C)C)C(=O)[C@@H]1O,Bitter
CC1CC(N2CCCC2)=C(N2CCCC2)C1=O,Bitter
CC1CC2=C(NCCC=C2)C1=O,Bitter
CC1(O)CC(N2CCCC2)=C(N2CCCC2)C1=O,Bitter
CC[C@H](C)[C@@H]1NC(=O)[C@H](C)NC1=O,Bitter
C=C(CO)C(=O)OC1CC(=C)C2CC(=O)C(=C)C2C2OC(=O)C(=C)C12,Bitter
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@](O)(CC[C@@H](C)CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,Bitter
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](CO)O[C@H]2O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5C[C@@H]6O[C@]7(CC[C@@](C)(CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)O7)[C@@H](C)[C@@H]6[C@@]5(C)CC[C@@H]43)C2)[C@H](O)[C@H](O)[C@H]1O,Bitter
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@@H](CO)O[C@H]2O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5C[C@@H]6O[C@]7(CC[C@@](C)(CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)O7)[C@@H](C)[C@@H]6[C@@]5(C)CC[C@@H]43)C2)[C@H](O)[C@H](O)[C@H]1O,Bitter
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,Bitter
O=C(O[C@H]1Cc2c(O)cc(O)c([C@H]3c4c(O)cc(O)cc4O[C@H](c4ccc(O)c(O)c4)[C@@H]3O)c2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,Bitter
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C3,Bitter
CCCCC/C=C\C/C=C\CCCCCCCC(O)CC(O)COC(C)=O,Bitter
CC(=O)O[C@H]1C[C@@H]2[C@@H](/C=C(/C)CC/C=C\1C)OC(=O)[C@H]2C,Bitter
COc1cc(O)c(CC=C(C)C)c(O)c1,Bitter
CCOC(=O)/C=C/c1ccc(O[Si](C)(C)C)c(O[Si](C)(C)C)c1,Bitter
OC[C@H]1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@H](O)C1O,Bitter
CC[C@H](C)C(=O)C1=C(O)[C@](O)(C(=O)CC=C(C)C)[C@H](CC=C(C)C)C1=O,Bitter
CC[C@H](C)C(=O)C1=C(O)[C@@](O)(C(=O)CC=C(C)C)[C@H](CC=C(C)C)C1=O,Bitter
C=C1C(=O)O[C@H]2[C@H]1CC=C1C[C@@](C)(CC[C@H]1OO)[C@@H]2O,Bitter
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC1=O,Bitter
C=C1C(=O)O[C@@H]2C3[C@H](C)C(=O)C[C@@H](O)[C@]3(C)CC[C@@H]12,Bitter
C=C[C@H](C#CC#C[C@@H](O)/C=C\CCCCCCC)OC(C)=O,Bitter
CC(=O)OC[C@@]12[C@H](CCC(=O)[C@@]13CO3)[C@@]1(C[C@@H](c3ccoc3)O[C@@H]1O)[C@H](C)C[C@H]2O,Bitter
CC(=O)OCC1=C2[C@H](CCC1)[C@@]1(C[C@@H](c3ccoc3)OC1=O)[C@H](C)C[C@H]2O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
CC(C)=CC(O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3[C@@H](O)C=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C=O)CC[C@]12C,Bitter
CCC(C)C(=O)C1=C(O)[C@@](O)(CC=C(C)C)[C@@](O)(C(=O)CC=C(C)C)C1=O,Bitter
CC(C)=CCC(=O)[C@@]1(O)C(=O)C(C(=O)C(C)C)=C(O)[C@@]1(O)CC=C(C)C,Bitter
CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC1=O,Bitter
CC(C)=CCC12C[C@H]3C(C)(C)CC[C@@]3(C(=O)C(C(=O)C(C)C)=C1O)C2=O,Bitter
CC(C)=CCC12C[C@H]3C(C)(C)CC[C@@]3(C(=O)C(C(=O)CC(C)C)=C1O)C2=O,Bitter
CCC(C)C(=O)C1=C(O)C2(CC=C(C)C)C[C@H]3C(C)(C)CC[C@@]3(C1=O)C2=O,Bitter
C=C(C)C1C[C@]23C(=O)C(C(=O)C(C)C)=C(O)C(CC=C(C)C)(C[C@H]2C1(C)C)C3=O,Bitter
C=C(C)C1C[C@]23C(=O)C(C(=O)CC(C)C)=C(O)C(CC=C(C)C)(C[C@H]2C1(C)C)C3=O,Bitter
C=C(C)C1C[C@]23C(=O)C(C(=O)C(C)CC)=C(O)C(CC=C(C)C)(C[C@H]2C1(C)C)C3=O,Bitter
CC(C)=CCC12C[C@H]3C(C)(C)C(C(C)C)C[C@@]3(C(=O)C(C(=O)C(C)C)=C1O)C2=O,Bitter
CC(C)=CCC12C[C@H]3C(C)(C)C(C(C)C)C[C@@]3(C(=O)C(C(=O)CC(C)C)=C1O)C2=O,Bitter
