Name	Smiles	Taste	Reference
LPKERLYV	CC(C)C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CC(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)O)C(C)C	Umami	TastePeptidesDB
VENQQLAL	CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)C(C)C)C(=O)O	Umami	TastePeptidesDB
DQEDDLDESLIGVK	CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)O)C(C)C	Umami	TastePeptidesDB
FNEIIKETST	CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)CC	Umami	TastePeptidesDB
YNEYPPLGR	CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)O	Umami	TastePeptidesDB
DD	N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O	Umami	TastePeptidesDB
ED	N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O	Umami	TastePeptidesDB
DDD	N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O	Umami	TastePeptidesDB
GLPD	CC(C)C[C@H](NC(=O)CN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)O	Umami	TastePeptidesDB
GHGD	NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)O	Umami	TastePeptidesDB
GQEDYDRLRPL	CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)CN)C(=O)O	Umami	TastePeptidesDB
VVVGTPGRVF	CC(C)[C@H](N)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)[C@@H](C)O)C(C)C)C(C)C	Umami	TastePeptidesDB
ESPERPFL	CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@@H](N)CCC(=O)O)C(=O)O	Umami	TastePeptidesDB
HLYHPVPIEE	CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O	Umami	TastePeptidesDB
DVELSK	CC(C)C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)O	Umami	TastePeptidesDB
LPDEAR	CC(C)C[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O	Umami	TastePeptidesDB
LPGVAE	CC(C)C[C@H](N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(C)C	Umami	TastePeptidesDB
TTLPDK	CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)[C@@H](C)O)[C@@H](C)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)O	Umami	TastePeptidesDB
RD	N=C(N)NCCC[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)O	Umami	TastePeptidesDB
DGV	CC(C)[C@H](NC(=O)CNC(=O)[C@@H](N)CC(=O)O)C(=O)O	Umami	TastePeptidesDB
DK	NCCCC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)O	Umami	TastePeptidesDB
TFYNELR	CC(C)C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O	Umami	TastePeptidesDB
TLFQPSF	CC(C)C[C@H](NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	Umami	TastePeptidesDB
LYANNVL	CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CC(C)C)C(C)C)C(=O)O	Umami	TastePeptidesDB
FAGDDAPRAVFPS	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O	Umami	TastePeptidesDB
EPLCNQ	CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)O	Umami	TastePeptidesDB
SGCVNEL	CC(C)C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)CNC(=O)[C@@H](N)CO)C(C)C)C(=O)O	Umami	TastePeptidesDB
PHEMQ	CSCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CCC(N)=O)C(=O)O	Umami	TastePeptidesDB
SEPSHF	N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	Umami	TastePeptidesDB
ESCAPQL	CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCC(=O)O)C(=O)O	Umami	TastePeptidesDB
SFEAVEAAPT	CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)[C@@H](C)O	Umami	TastePeptidesDB
ALDELGT	CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@H](C(=O)O)[C@@H](C)O	Umami	TastePeptidesDB
SAALQAG	CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)NCC(=O)O	Umami	TastePeptidesDB
AELTPEP	CC(C)C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)N)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)O)[C@@H](C)O	Umami	TastePeptidesDB
RKYEEVAR	CC(C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O	Umami	TastePeptidesDB
YVGDEAQSKRG	CC(C)[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O	Umami	TastePeptidesDB
VNVDEVGGEALGR	CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)C(C)C)C(C)C)C(C)C)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)O	Umami	TastePeptidesDB
LDF	CC(C)C[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	Umami	TastePeptidesDB
FVT	CC(C)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@H](C(=O)O)[C@@H](C)O	Umami	TastePeptidesDB
DLAGRDLTDYLMKIL	CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(=O)O)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)O	Umami	TastePeptidesDB
Q	NC(=O)CC[C@H](N)C(=O)O	Umami	TastePeptidesDB
N	NC(=O)C[C@H](N)C(=O)O	Umami	TastePeptidesDB
GDG	NCC(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)O	Umami	TastePeptidesDB
ADA	C[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)O	Umami	TastePeptidesDB
VDV	CC(C)[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)O)C(C)C	Umami	TastePeptidesDB
GEG	NCC(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)O	Umami	TastePeptidesDB
AEA	C[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)O	Umami	TastePeptidesDB
VEV	CC(C)[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)O)C(C)C	Umami	TastePeptidesDB
SF	N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	Umami	TastePeptidesDB
D	N[C@@H](CC(=O)O)C(=O)O	Umami	TastePeptidesDB
E	N[C@@H](CCC(=O)O)C(=O)O	Umami	TastePeptidesDB
NP	NC(=O)C[C@H](N)C(=O)N1CCC[C@H]1C(=O)O	Umami	TastePeptidesDB
AH	C[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O	Umami	TastePeptidesDB
DWTDDVEAR	CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CC(=O)O)[C@@H](C)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O	Umami	TastePeptidesDB
RDETLDDW	CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCCNC(=N)N)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	Umami	TastePeptidesDB
FDELLEK	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)O	Umami	TastePeptidesDB
LIDVDGKPQ	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C	Umami	TastePeptidesDB
TIGHVDHGKTTLT	CC[C@H](C)[C@H](NC(=O)[C@@H](N)[C@@H](C)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C	Umami	TastePeptidesDB
LPLQDVYK	CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(=O)O)C(C)C	Umami	TastePeptidesDB
VDEYIPTPER	CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O	Umami	TastePeptidesDB
VPVDILDHDNN	CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)C(C)C)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)O	Umami	TastePeptidesDB
YVDPNVLPE	CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)O	Umami	TastePeptidesDB
TGWVDVK	CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](N)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)O	Umami	TastePeptidesDB
IDVDGKPQIQ	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)CC)C(C)C	Umami	TastePeptidesDB
VQPEDNKGVFQ	CC(C)[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)O)C(C)C	Umami	TastePeptidesDB
MTLERPW	CSCC[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)O	Umami	TastePeptidesDB
MNLHLSF	CSCC[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	Umami	TastePeptidesDB
EAF	C[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	Umami	TastePeptidesDB
EHGE	N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)O	Umami	TastePeptidesDB
SNGNE	NC(=O)C[C@H](NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(=O)O)C(=O)O	Umami	TastePeptidesDB
DGFASD	C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)O	Umami	TastePeptidesDB
MGPENGV	CSCC[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N[C@H](C(=O)O)C(C)C	Umami	TastePeptidesDB
FLNQDEEAR	CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O	Umami	TastePeptidesDB
FNKEE	NCCCC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O	Umami	TastePeptidesDB
EEFLK	CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)O	Umami	TastePeptidesDB
